Tick,Bandicoots,Invaders,Foxes,Grass_Health_Index,Total_Bandicoots_Eaten,Trap_Deaths,Old_Age_Deaths,Hunger_Deaths
333,0,0,0,3087.65,12,403,8,1
334,0,0,0,3087.65,12,403,8,1
335,0,0,0,3087.65,12,403,8,1
336,0,0,0,3087.74,12,403,8,1
337,0,0,0,3087.74,12,403,8,1
338,0,0,0,3087.74,12,403,8,1
339,0,0,0,3087.74,12,403,8,1
340,0,0,0,3087.74,12,403,8,1
341,0,0,0,3087.74,12,403,8,1
342,0,0,0,3087.77,12,403,8,1
343,0,0,0,3087.77,12,403,8,1
344,0,0,0,3087.86,12,403,8,1
345,0,0,0,3087.9,12,403,8,1
346,0,0,0,3087.9,12,403,8,1
347,0,0,0,3087.9,12,403,8,1
348,0,0,0,3087.9,12,403,8,1
349,0,0,0,3087.9,12,403,8,1
350,0,0,0,3087.93,12,403,8,1
351,0,0,0,3087.93,12,403,8,1
352,0,0,0,3087.93,12,403,8,1
353,0,0,0,3087.97,12,403,8,1
354,0,0,0,3087.97,12,403,8,1
355,0,0,0,3087.97,12,403,8,1
356,0,0,0,3087.97,12,403,8,1
357,0,0,0,3087.97,12,403,8,1
358,0,0,0,3087.97,12,403,8,1
359,0,0,0,3087.97,12,403,8,1
360,0,0,0,3087.97,12,403,8,1
361,0,0,0,3087.97,12,403,8,1
362,0,0,0,3088,12,403,8,1
363,0,0,0,3088,12,403,8,1
364,0,0,0,3088,12,403,8,1
365,0,0,0,3088,12,403,8,1
366,0,0,0,3088,12,403,8,1
367,0,0,0,3088,12,403,8,1
368,0,0,0,3088,12,403,8,1
369,0,0,0,3088,12,403,8,1
370,0,0,0,3088,12,403,8,1
371,0,0,0,3088,12,403,8,1
372,0,0,0,3088,12,403,8,1
373,0,0,0,3088,12,403,8,1
374,0,0,0,3088,12,403,8,1
375,0,0,0,3088,12,403,8,1
376,0,0,0,3088,12,403,8,1
377,0,0,0,3088,12,403,8,1
378,0,0,0,3088,12,403,8,1
379,0,0,0,3088,12,403,8,1
380,0,0,0,3088,12,403,8,1
381,0,0,0,3088,12,403,8,1
382,0,0,0,3088,12,403,8,1
383,0,0,0,3088,12,403,8,1
384,0,0,0,3088,12,403,8,1
385,0,0,0,3088,12,403,8,1
386,0,0,0,3088,12,403,8,1
387,0,0,0,3088,12,403,8,1
388,0,0,0,3088,12,403,8,1
389,0,0,0,3088,12,403,8,1
390,0,0,0,3088,12,403,8,1
391,0,0,0,3088,12,403,8,1
392,0,0,0,3088,12,403,8,1
393,0,0,0,3088,12,403,8,1
394,0,0,0,3088,12,403,8,1
395,0,0,0,3088,12,403,8,1
396,0,0,0,3088,12,403,8,1
397,0,0,0,3088,12,403,8,1
398,0,0,0,3088,12,403,8,1
399,0,0,0,3088,12,403,8,1
400,0,0,0,3088,12,403,8,1
401,0,0,0,3088,12,403,8,1
402,0,0,0,3088,12,403,8,1
403,0,0,0,3088,12,403,8,1
404,0,0,0,3088,12,403,8,1
405,0,0,0,3088,12,403,8,1
406,0,0,0,3088,12,403,8,1
407,0,0,0,3088,12,403,8,1
408,0,0,0,3088,12,403,8,1
409,0,0,0,3088,12,403,8,1
410,0,0,0,3088,12,403,8,1
411,0,0,0,3088,12,403,8,1
412,0,0,0,3088,12,403,8,1
413,0,0,0,3088,12,403,8,1
414,0,0,0,3088,12,403,8,1
415,0,0,0,3088,12,403,8,1
416,0,0,0,3088,12,403,8,1
417,0,0,0,3088,12,403,8,1
418,0,0,0,3088,12,403,8,1
419,0,0,0,3088,12,403,8,1
420,0,0,0,3088,12,403,8,1
421,0,0,0,3088,12,403,8,1
422,0,0,0,3088,12,403,8,1
423,0,0,0,3088,12,403,8,1
424,0,0,0,3088,12,403,8,1
425,0,0,0,3088,12,403,8,1
426,0,0,0,3088,12,403,8,1
427,0,0,0,3088,12,403,8,1
428,0,0,0,3088,12,403,8,1
429,0,0,0,3088,12,403,8,1
430,0,0,0,3088,12,403,8,1
431,0,0,0,3088,12,403,8,1
432,0,0,0,3088,12,403,8,1
433,0,0,0,3088,12,403,8,1
434,0,0,0,3088,12,403,8,1
435,0,0,0,3088,12,403,8,1
436,0,0,0,3088,12,403,8,1
437,0,0,0,3088,12,403,8,1
438,0,0,0,3088,12,403,8,1
439,0,0,0,3088,12,403,8,1
440,0,0,0,3088,12,403,8,1
441,0,0,0,3088,12,403,8,1
442,0,0,0,3088,12,403,8,1
443,0,0,0,3088,12,403,8,1
444,0,0,0,3088,12,403,8,1
445,0,0,0,3088,12,403,8,1
446,0,0,0,3088,12,403,8,1
447,0,0,0,3088,12,403,8,1
448,0,0,0,3088,12,403,8,1
449,0,0,0,3088,12,403,8,1
450,0,0,0,3088,12,403,8,1
451,0,0,0,3088,12,403,8,1
452,0,0,0,3088,12,403,8,1
453,0,0,0,3088,12,403,8,1
454,0,0,0,3088,12,403,8,1
455,0,0,0,3088,12,403,8,1
456,0,0,0,3088,12,403,8,1
457,0,0,0,3088,12,403,8,1
458,0,0,0,3088,12,403,8,1
459,0,0,0,3088,12,403,8,1
460,0,0,0,3088,12,403,8,1
461,0,0,0,3088,12,403,8,1
462,0,0,0,3088,12,403,8,1
463,0,0,0,3088,12,403,8,1
464,0,0,0,3088,12,403,8,1
465,0,0,0,3088,12,403,8,1
466,0,0,0,3088,12,403,8,1
467,0,0,0,3088,12,403,8,1
468,0,0,0,3088,12,403,8,1
469,0,0,0,3088,12,403,8,1
470,0,0,0,3088,12,403,8,1
471,0,0,0,3088,12,403,8,1
472,0,0,0,3088,12,403,8,1
473,0,0,0,3088,12,403,8,1
474,0,0,0,3088,12,403,8,1
475,0,0,0,3088,12,403,8,1
476,0,0,0,3088,12,403,8,1
477,0,0,0,3088,12,403,8,1
478,0,0,0,3088,12,403,8,1
479,0,0,0,3088,12,403,8,1
480,0,0,0,3088,12,403,8,1
481,0,0,0,3088,12,403,8,1
482,0,0,0,3088,12,403,8,1
483,0,0,0,3088,12,403,8,1
484,0,0,0,3088,12,403,8,1
485,0,0,0,3088,12,403,8,1
486,0,0,0,3088,12,403,8,1
487,0,0,0,3088,12,403,8,1
488,0,0,0,3088,12,403,8,1
489,0,0,0,3088,12,403,8,1
490,0,0,0,3088,12,403,8,1
491,0,0,0,3088,12,403,8,1
492,0,0,0,3088,12,403,8,1
493,0,0,0,3088,12,403,8,1
494,0,0,0,3088,12,403,8,1
495,0,0,0,3088,12,403,8,1
496,0,0,0,3088,12,403,8,1
497,0,0,0,3088,12,403,8,1
498,0,0,0,3088,12,403,8,1
499,0,0,0,3088,12,403,8,1
500,0,0,0,3088,12,403,8,1
501,0,0,0,3088,12,403,8,1
502,0,0,0,3088,12,403,8,1
503,0,0,0,3088,12,403,8,1
504,0,0,0,3088,12,403,8,1
505,0,0,0,3088,12,403,8,1
506,0,0,0,3088,12,403,8,1
507,0,0,0,3088,12,403,8,1
508,0,0,0,3088,12,403,8,1
509,0,0,0,3088,12,403,8,1
510,0,0,0,3088,12,403,8,1
511,0,0,0,3088,12,403,8,1
512,0,0,0,3088,12,403,8,1
513,0,0,0,3088,12,403,8,1
514,0,0,0,3088,12,403,8,1
515,0,0,0,3088,12,403,8,1
516,0,0,0,3088,12,403,8,1
517,0,0,0,3088,12,403,8,1
518,0,0,0,3088,12,403,8,1
519,0,0,0,3088,12,403,8,1
520,0,0,0,3088,12,403,8,1
521,0,0,0,3088,12,403,8,1
522,0,0,0,3088,12,403,8,1
523,0,0,0,3088,12,403,8,1
524,0,0,0,3088,12,403,8,1
525,0,0,0,3088,12,403,8,1
526,0,0,0,3088,12,403,8,1
527,0,0,0,3088,12,403,8,1
528,0,0,0,3088,12,403,8,1
529,0,0,0,3088,12,403,8,1
530,0,0,0,3088,12,403,8,1
531,0,0,0,3088,12,403,8,1
532,0,0,0,3088,12,403,8,1
533,0,0,0,3088,12,403,8,1
534,0,0,0,3088,12,403,8,1
535,0,0,0,3088,12,403,8,1
536,0,0,0,3088,12,403,8,1
537,0,0,0,3088,12,403,8,1
538,0,0,0,3088,12,403,8,1
539,0,0,0,3088,12,403,8,1
540,0,0,0,3088,12,403,8,1
541,0,0,0,3088,12,403,8,1
542,0,0,0,3088,12,403,8,1
543,0,0,0,3088,12,403,8,1
544,0,0,0,3088,12,403,8,1
545,0,0,0,3088,12,403,8,1
546,0,0,0,3088,12,403,8,1
547,0,0,0,3088,12,403,8,1
548,0,0,0,3088,12,403,8,1
549,0,0,0,3088,12,403,8,1
550,0,0,0,3088,12,403,8,1
551,0,0,0,3088,12,403,8,1
552,0,0,0,3088,12,403,8,1
553,0,0,0,3088,12,403,8,1
554,0,0,0,3088,12,403,8,1
555,0,0,0,3088,12,403,8,1
556,0,0,0,3088,12,403,8,1
557,0,0,0,3088,12,403,8,1
558,0,0,0,3088,12,403,8,1
559,0,0,0,3088,12,403,8,1
560,0,0,0,3088,12,403,8,1
561,0,0,0,3088,12,403,8,1
562,0,0,0,3088,12,403,8,1
563,0,0,0,3088,12,403,8,1
564,0,0,0,3088,12,403,8,1
565,0,0,0,3088,12,403,8,1
566,0,0,0,3088,12,403,8,1
567,0,0,0,3088,12,403,8,1
568,0,0,0,3088,12,403,8,1
569,0,0,0,3088,12,403,8,1
570,0,0,0,3088,12,403,8,1
571,0,0,0,3088,12,403,8,1
572,0,0,0,3088,12,403,8,1
573,0,0,0,3088,12,403,8,1
574,0,0,0,3088,12,403,8,1
575,0,0,0,3088,12,403,8,1
576,0,0,0,3088,12,403,8,1
577,0,0,0,3088,12,403,8,1
578,0,0,0,3088,12,403,8,1
579,0,0,0,3088,12,403,8,1
580,0,0,0,3088,12,403,8,1
581,0,0,0,3088,12,403,8,1
582,0,0,0,3088,12,403,8,1
583,0,0,0,3088,12,403,8,1
584,0,0,0,3088,12,403,8,1
585,0,0,0,3088,12,403,8,1
586,0,0,0,3088,12,403,8,1
587,0,0,0,3088,12,403,8,1
588,0,0,0,3088,12,403,8,1
589,0,0,0,3088,12,403,8,1
590,0,0,0,3088,12,403,8,1
591,0,0,0,3088,12,403,8,1
592,0,0,0,3088,12,403,8,1
593,0,0,0,3088,12,403,8,1
594,0,0,0,3088,12,403,8,1
595,0,0,0,3088,12,403,8,1
596,0,0,0,3088,12,403,8,1
597,0,0,0,3088,12,403,8,1
598,0,0,0,3088,12,403,8,1
599,0,0,0,3088,12,403,8,1
600,0,0,0,3088,12,403,8,1
601,0,0,0,3088,12,403,8,1
602,0,0,0,3088,12,403,8,1
603,0,0,0,3088,12,403,8,1
604,0,0,0,3088,12,403,8,1
605,0,0,0,3088,12,403,8,1
606,0,0,0,3088,12,403,8,1
607,0,0,0,3088,12,403,8,1
608,0,0,0,3088,12,403,8,1
609,0,0,0,3088,12,403,8,1
610,0,0,0,3088,12,403,8,1
611,0,0,0,3088,12,403,8,1
612,0,0,0,3088,12,403,8,1
613,0,0,0,3088,12,403,8,1
614,0,0,0,3088,12,403,8,1
615,0,0,0,3088,12,403,8,1
616,0,0,0,3088,12,403,8,1
617,0,0,0,3088,12,403,8,1
618,0,0,0,3088,12,403,8,1
619,0,0,0,3088,12,403,8,1
620,0,0,0,3088,12,403,8,1
621,0,0,0,3088,12,403,8,1
622,0,0,0,3088,12,403,8,1
623,0,0,0,3088,12,403,8,1
624,0,0,0,3088,12,403,8,1
625,0,0,0,3088,12,403,8,1
626,0,0,0,3088,12,403,8,1
627,0,0,0,3088,12,403,8,1
628,0,0,0,3088,12,403,8,1
629,0,0,0,3088,12,403,8,1
630,0,0,0,3088,12,403,8,1
631,0,0,0,3088,12,403,8,1
632,0,0,0,3088,12,403,8,1
633,0,0,0,3088,12,403,8,1
634,0,0,0,3088,12,403,8,1
635,0,0,0,3088,12,403,8,1
636,0,0,0,3088,12,403,8,1
637,0,0,0,3088,12,403,8,1
638,0,0,0,3088,12,403,8,1
639,0,0,0,3088,12,403,8,1
640,0,0,0,3088,12,403,8,1
641,0,0,0,3088,12,403,8,1
642,0,0,0,3088,12,403,8,1
643,0,0,0,3088,12,403,8,1
644,0,0,0,3088,12,403,8,1
645,0,0,0,3088,12,403,8,1
646,0,0,0,3088,12,403,8,1
647,0,0,0,3088,12,403,8,1
648,0,0,0,3088,12,403,8,1
649,0,0,0,3088,12,403,8,1
650,0,0,0,3088,12,403,8,1
651,0,0,0,3088,12,403,8,1
652,0,0,0,3088,12,403,8,1
653,0,0,0,3088,12,403,8,1
654,0,0,0,3088,12,403,8,1
655,0,0,0,3088,12,403,8,1
656,0,0,0,3088,12,403,8,1
657,0,0,0,3088,12,403,8,1
658,0,0,0,3088,12,403,8,1
659,0,0,0,3088,12,403,8,1
660,0,0,0,3088,12,403,8,1
661,0,0,0,3088,12,403,8,1
662,0,0,0,3088,12,403,8,1
663,0,0,0,3088,12,403,8,1
664,0,0,0,3088,12,403,8,1
665,0,0,0,3088,12,403,8,1
666,0,0,0,3088,12,403,8,1
667,0,0,0,3088,12,403,8,1
668,0,0,0,3088,12,403,8,1
669,0,0,0,3088,12,403,8,1
670,0,0,0,3088,12,403,8,1
671,0,0,0,3088,12,403,8,1
672,0,0,0,3088,12,403,8,1
673,0,0,0,3088,12,403,8,1
674,0,0,0,3088,12,403,8,1
675,0,0,0,3088,12,403,8,1
676,0,0,0,3088,12,403,8,1
677,0,0,0,3088,12,403,8,1
678,0,0,0,3088,12,403,8,1
679,0,0,0,3088,12,403,8,1
680,0,0,0,3088,12,403,8,1
681,0,0,0,3088,12,403,8,1
682,0,0,0,3088,12,403,8,1
683,0,0,0,3088,12,403,8,1
684,0,0,0,3088,12,403,8,1
685,0,0,0,3088,12,403,8,1
686,0,0,0,3088,12,403,8,1
687,0,0,0,3088,12,403,8,1
688,0,0,0,3088,12,403,8,1
689,0,0,0,3088,12,403,8,1
